Sr_No,Location_Coordinates,Hospital_Name,Specialties,Address_Original_First_Line,State,District,Pincode,Telephone,Mobile_Number,Emergency_Num,Facilities,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Latitude,Longitude
1174,"17.7261263, 83.3127965",Free Polio Surgical and Research Foundation,[],"No-9-1-227, Opp Rama Talkies Junction, Cbm Compound Vizag",Andhra Pradesh,Visakhapatnam,530003.0,"0891 2793444,6666644",,,,,,,17.7261263,83.3127965
1176,"17.7261263, 83.3127965",Visakha Ent Hospital,[],"D No 9-24-2/A, Rama Talkies Amar Nagar, Cbm Compound",Andhra Pradesh,Visakhapatnam,530003.0,0891  2745030,,,,,,,17.7261263,83.3127965
1177,"17.7358253, 83.2733459",Dr Rama Rao Hospital,[],Kancharapalem,Andhra Pradesh,Visakhapatnam,530008.0,2558518,,,,,,,17.7358253,83.2733459
1178,"17.7161599, 83.2743683",Kothagiri Surya Nursing Home,[],Kancharapalem Main Road,Andhra Pradesh,Visakhapatnam,530008.0,2532012,,,,,,,17.7161599,83.2743683
1179,"17.7327968, 83.2729372",Sri Chakra Multi Speciality Hospitals Pvt Ltd,[],"D.No-57-1-40 Main Road, Kancharapalem",Andhra Pradesh,Visakhapatnam,530008.0,,,,,,,,17.7327968,83.2729372
1180,"17.7358253, 83.2733459",Sun Multi Speciality Hospital,[],"Old Durga Nursing Home, Near Urvasi Theatre, Nh-5 Road, Kancharapalem",Andhra Pradesh,Visakhapatnam,530008.0,0891 2558037,,,,,,,17.7358253,83.2733459
1183,"17.6854667, 83.2432403",St.Ann's Jubilee Memorial Hospital,[],Malkapuram,Andhra Pradesh,Visakhapatnam,530011.0,"0891   2752505,2577830",,,,,,,17.6854667,83.2432403
1185,"17.7429942, 83.3107911",Cancer Treatment and Research Center,[],Seethammadhara (N.E.),Andhra Pradesh,Visakhapatnam,530013.0,,,,,,,,17.7429942,83.3107911
1186,"17.7155773, 83.1983904",Krishi Trust Hospital,[],Sheelanagar,Andhra Pradesh,Visakhapatnam,530013.0,0891  2744127,,,,,,,17.7155773,83.1983904
1188,"17.7429942, 83.3107911",Padmaja Hospital,[],Seethammadhara Jn,Andhra Pradesh,Visakhapatnam,530013.0,,,,,,,,17.7429942,83.3107911
1191,"17.7399576, 83.3081172",Rama Hospitals,[],"50-50-33/2, Ballayasastry Layout",Andhra Pradesh,Visakhapatnam,530013.0,"0891    2727234,2711444",,,,,,,17.7399576,83.3081172
1192,"17.7383557, 83.3015401",Suma Maternity Home,[],"45-40-39, Akkayyapalem",Andhra Pradesh,Visakhapatnam,530013.0,2550147,,,,,,,17.7383557,83.3015401
1193,"17.7157248, 83.30336",The Good Samaritan Homoeo Hospital,[],"D.No.50-96-8/1, Near State Bank Of , Seethammadhara",Andhra Pradesh,Visakhapatnam,530013.0,2543571,,,,,,,17.7157248,83.30336
1195,"17.7403423, 83.3363752",Dj Clinic,[],"Sector Ii Bus Stop, Mvp Colony",Andhra Pradesh,Visakhapatnam,530014.0,,,,,,,,17.7403423,83.3363752
1197,"17.7275674, 83.304323",Annapoorna Hospital,[],47 - 9 - 32 Iiird Lane Dwaraka Nagar,Andhra Pradesh,Visakhapatnam,530016.0,0891    2755875,,,,,,,17.7275674,83.304323
1198,"17.7325733, 83.3070106",Anupama Surgical And Children Hospital,[],"47-9-21, Dwaraka Nagar",Andhra Pradesh,Visakhapatnam,530016.0,"0891    2748811,6562122",,,,,,,17.7325733,83.3070106
1199,"17.7294211, 83.3014319",Apoorva Hospital,[],"50-17-62, Rajendra Nagar, Near Seethammapeta Junction",Andhra Pradesh,Visakhapatnam,530016.0,"0891    2701258,2747436",,,,,,,17.7294211,83.3014319
1201,"17.7325733, 83.3070106",Good Health New Central Hospital,[],"G1-10-16,Dwaraka Nagar Colony,Vizag",Andhra Pradesh,Visakhapatnam,530016.0,,,,,,,,17.7325733,83.3070106
1202,"17.7267078, 83.3050654",Kala Hospitals Pvt Ltd,[],"27-1-104,Vi Lane Dwarakanagar",Andhra Pradesh,Visakhapatnam,530016.0,"0891    2764748,2543546",,,,,,,17.7267078,83.3050654
1205,"17.7270279, 83.3045827",Maxivision Laser Centre Pvt Ltd,[],Pavan Paradise Near Diamond Park Dwaraka Nagar,Andhra Pradesh,Visakhapatnam,530016.0,"0891    2550550,6660770",,,,,,,17.7270279,83.3045827
1206,"17.4965865, 78.4264125",Navya Hospital,[],"Green Hills Colony, Dwarakanagar",Andhra Pradesh,Visakhapatnam,530016.0,,,,,,,,17.4965865,78.4264125
1207,"17.6868159, 83.2184815",Padmasri Hospital    Vishakhapatnam,[],Nggo Colony Akkayyapalem Highway Vishakhapatnam 49-48 16/5,Andhra Pradesh,Visakhapatnam,530016.0,2734747,,,,,,,17.6868159,83.2184815
1208,"16.5021357, 80.6307606",Sai Spoorthy Hospital,[],"#47-9-35, 3Rd Lane,,Dwarakanagar",Andhra Pradesh,Visakhapatnam,530016.0,0891  2708108,,,,,,,16.5021357,80.6307606
1209,"17.7307042, 83.308702",Venkatarama Hospital,[],#:47-7-43 4Th Lake Dwaraka Nagar,Andhra Pradesh,Visakhapatnam,530016.0,"0891    2798631,6692104",,,,,,,17.7307042,83.308702
1211,"17.727823, 83.2954313",Vision Care Center( Super Speciality Eye Hospital ),[],"D.No.43-1424/4 and 43-14/4/2 (1St Floor), Sai Krishna Complex, Main Road, Railway New Colony",Andhra Pradesh,Visakhapatnam,530016.0,0891  2790000,,,,,,,17.727823,83.2954313
1213,"17.7439487, 83.2779581",Mahama Gandhi Cancer Hospital and Research Institut,[],"1-7,M.V.P.Colony Andra Pradesh",Andhra Pradesh,Visakhapatnam,530017.0,,,,,,,,17.7439487,83.2779581
1214,"17.7416705, 83.3368562",Mvp Hospital,[],"Plot No:6, Sector:7,Mvp Colony",Andhra Pradesh,Visakhapatnam,530017.0,,,,,,,,17.7416705,83.3368562
1215,"17.7440099, 83.3298397",Sanjivi Hospital,[],"1-51-1/3, Sector-1, M.V.P. Colony",Andhra Pradesh,Visakhapatnam,530017.0,,,,,,,,17.7440099,83.3298397
1216,"17.7368076, 83.3073078",Uma Polyclinc and Hospital,[],Pada Waltair Junction,Andhra Pradesh,Visakhapatnam,530017.0,,,,,,,,17.7368076,83.3073078
1217,"17.7424749, 83.3388608",Vijaya Hospital,[],"1-68-21, Mig-10/2, Sector Ii Mvp Colony",Andhra Pradesh,Visakhapatnam,530017.0,2531553,,,,,,,17.7424749,83.3388608
1219,"17.7220273, 83.2897309",Waltair Multicare Hospital,[],"8-197/2, Behind Laxmi Ganapathi Temple, Peda Waltair Junction",Andhra Pradesh,Visakhapatnam,530017.0,0891    6532655 2538555,,,,,,,17.7220273,83.2897309
1220,"17.7406972, 83.2450152",Kamala Nursing Home,[],"Marripalem, Main Road",Andhra Pradesh,Visakhapatnam,530018.0,,,,,,,,17.7406972,83.2450152
1221,"17.6868159, 83.2184815",Care Hospitals,[],Vizag,Andhra Pradesh,Visakhapatnam,530020.0,"2522622,2522666",,,,,,,17.6868159,83.2184815
1222,"17.6810024, 83.19906",Gajuwaka Hospital P Ltd,[],"26-16-7, Chaitanya Nagar, Gajuwaka",Andhra Pradesh,Visakhapatnam,530020.0,2517081,,,,,,,17.6810024,83.19906
1224,"17.7429942, 83.3107911","Lion Dist 324 C, Cancer Treatment and Research Center",[],Seethammadhara (N.E.),Andhra Pradesh,Visakhapatnam,530020.0,,,,,,,,17.7429942,83.3107911
1225,"17.7199774, 83.2971493",Prabha Clinic and Nursing Home,[],"29-2-36, Jail Road",Andhra Pradesh,Visakhapatnam,530020.0,,,,,,,,17.7199774,83.2971493
1226,"17.6881121, 83.2131206",Amrutha Nursing Home Private Limited,[],"D.No.10-7-85,,Kailash Nagar,. ,Gajuwaka",Andhra Pradesh,Visakhapatnam,530026.0,,,,,,,,17.6881121,83.2131206
1227,"17.6818851, 83.2052985",Gowtami Hospital,[],"Kailashnagar , Kanithi Road, Gajuwaka",Andhra Pradesh,Visakhapatnam,530026.0,,,,,,,,17.6818851,83.2052985
1228,"17.6864269, 83.2028941",Padmaja Hospital,[],D No 7-15-12 Old Gajuwaka,Andhra Pradesh,Visakhapatnam,530026.0,,,,,,,,17.6864269,83.2028941
1229,"17.6795545, 83.199388",R K Hospital: Gajuwaka Hospitals (P) Ltd. - Visakhapatnam,[],"D. No: 26 - 16 - 7, Chaitanya Nagar, China Gantyada, Gajuwaka",Andhra Pradesh,Visakhapatnam,530026.0,"517081,517599",,,,,,,17.6795545,83.199388
1231,"17.6881121, 83.2131206",Sri Rama Hospital,[],"Opp Lakshmi Kanth Theater , Gajuwaka",Andhra Pradesh,Visakhapatnam,530026.0,,,,,,,,17.6881121,83.2131206
1232,"17.669605, 83.1993948",Sujatha Hospital,[],"D. No-6-60-8/9, Sramikanagar, Gajuwaka",Andhra Pradesh,Visakhapatnam,530026.0,,,,,,,,17.669605,83.1993948
1233,"17.6881121, 83.2131206",Susruta Hospital,[],Gajuwaka,Andhra Pradesh,Visakhapatnam,530026.0,2517167,,,,,,,17.6881121,83.2131206
1234,"17.7479751, 83.2179139",Satyam Intensive Care and Trauma Centre,[],"9-333/1, Ground Floor Of Union Bank, Main Road Beside Sankara Theatre, Gopalapatnam",Andhra Pradesh,Visakhapatnam,530027.0,,,,,,,,17.7479751,83.2179139
1235,"17.7532401, 83.216954",Sr Hospital,[],Opp Raitubazar Gopalapatnam,Andhra Pradesh,Visakhapatnam,530027.0,"0891    2520822,2521178",,,,,,,17.7532401,83.216954
1236,"17.6868159, 83.2184815",L V Prasad Eye Institute Vishakapatnam,[],"11-113/1, Hanumanthawaka Junction",Andhra Pradesh,Visakhapatnam,530040.0,3984000,,,,,,,17.6868159,83.2184815
1237,"17.7666503, 83.313465",Sai Satya Hospital,[],"Rtc, Tic Point, Arilova",Andhra Pradesh,Visakhapatnam,530040.0,,,,,,,,17.7666503,83.313465
1238,"13.394047, 79.557183",Sankar Foundation Eye Hospital,[],"D. No. 19-50, Sri Sai Madhava Nagar,Naiduthota,Vepagunta",Andhra Pradesh,Visakhapatnam,530047.0,0891  2891100/2891111,,,,,,,13.394047,79.557183
1240,"17.6868159, 83.2184815",Annapoorna Babycare and General Hospital,[],Nr. M.G. H. School,Andhra Pradesh,Visakhapatnam,531001.0,,,,,,,,17.6868159,83.2184815
1241,"28.4665261, 77.0190628","Aswini Clinic, Maternity and Nursing Home",[],"#12-5-26/A,New Colony,Main Road",Andhra Pradesh,Visakhapatnam,531001.0,,,,,,,,28.4665261,77.0190628
1242,"17.6854505, 83.0071914",Ramyasai Nursing Home,[],"Opposite R.T.C. Complex, Anakapalle",Andhra Pradesh,Visakhapatnam,531001.0,226099,,,,,,,17.6854505,83.0071914
1245,"17.6896439, 83.0023548",Vijaya Hospital,[],"Ghandi Chowk , Anakapalle",Andhra Pradesh,Visakhapatnam,531001.0,,,,,,,,17.6896439,83.0023548
1247,"17.6868159, 83.2184815",Gayatri Nursing Home,[],Near Zilla Parishad(Behind Srikrishna Chaitanya Matham) Visakhapatnam,Andhra Pradesh,Visakhapatnam,531002.0,,,,,,,,17.6868159,83.2184815
1248,"17.6895915, 82.9977331",Venkatarama Hospital,[],"Poodimadaka Road, Nr. Bypass Road Junction, Anakapalle",Andhra Pradesh,Visakhapatnam,531002.0,,,,,,,,17.6895915,82.9977331
1249,"17.9168233, 82.8142389",St.Ann's Hospital,[],"V.Madugula,Visakhapatnam",Andhra Pradesh,Visakhapatnam,531027.0,,,,,,,,17.9168233,82.8142389
1250,"17.8237185, 83.3455422",Sunitha Nursing Home,[],"Gandhinagar, Sitammadhara",Andhra Pradesh,Visakhapatnam,531027.0,,,,,,,,17.8237185,83.3455422
1252,"17.7429942, 83.3107911",Amg Hospital,[],Seethammadhara,Andhra Pradesh,Visakhapatnam,531113.0,,,,,,,,17.7429942,83.3107911
1253,"17.7429942, 83.3107911",Sunita Nursing Home,[],Seethammadhara,Andhra Pradesh,Visakhapatnam,531113.0,,,,,,,,17.7429942,83.3107911
1254,"17.6411426, 82.6711472",Sri Lalitha Nursing Home,[],"Narsipatnam, Visakha",Andhra Pradesh,Visakhapatnam,531116.0,,,,,,,,17.6411426,82.6711472
1256,"17.6868159, 83.2184815",Sri Subrahmanyam Nursing Home,[],Main Rd,Andhra Pradesh,Visakhapatnam,531126.0,,,,,,,,17.6868159,83.2184815
1258,"18.1066576, 83.3955506",Krishna Nursing Home,[],Arts College Road,Andhra Pradesh,Vizianagaram,532127.0,,9985544130,,,,,,18.1066576,83.3955506
1259,"18.3044903, 83.8830523",Radha Krishna Nursing Home,[],Srikakulam Road Srikakulam Road Rajam Srikakulam,Andhra Pradesh,Vizianagaram,532127.0,08941  251485,,,,,,,18.3044903,83.8830523
1260,"18.1066576, 83.3955506",Sri Sathya Day and Night Hospital,[],Opp Forest Office,Andhra Pradesh,Vizianagaram,532127.0,08942 222222,,,,,,,18.1066576,83.3955506
1264,"18.1066576, 83.3955506",Venkata Rama Hospital,[],OppositeRtc Complex,Andhra Pradesh,Vizianagaram,535001.0,236759,,,,,,,18.1066576,83.3955506
1266,"18.1124061, 83.4112908",Andhra Children Hospital,[],"Gurajada Apparao Street,",Andhra Pradesh,Vizianagaram,535002.0,,,,,,,,18.1124061,83.4112908
1267,"40.1173322, -83.7508718",Jyothi Nursing Home,[],Three Lamps Junction Three Lamps Junction,Andhra Pradesh,Vizianagaram,535002.0,0892 2225102,,,,,,,40.1173322,-83.7508718
1272,"24.4994138, 54.3692082",Vaatsalya Hospital,[],D No 15-1-45 Three Lamp Junction,Andhra Pradesh,Vizianagaram,535002.0,"08922  227131,225777",,,,,,,24.4994138,54.3692082
1273,"18.1226797, 83.4023063",Vamsi Nursing Home,[],Kothagraharam,Andhra Pradesh,Vizianagaram,535002.0,,,,,,,,18.1226797,83.4023063
1274,"-32.9354764, 151.7714786",Venkata Padma Hospital,[],"No:15-1-45,Three Lamps Junction,A.G.Road",Andhra Pradesh,Vizianagaram,535002.0,"227131,225777",,,,,,,-32.9354764,151.7714786
1277,"30.5971118, -87.3640264",Shalom Medical Centre,[],"Gotlam, S O Cantonment",Andhra Pradesh,Vizianagaram,535003.0,,,,,,,,30.5971118,-87.3640264
1278,"17.0011607, 81.7894713",Sri Sai Super Speciality Hospital,[],Rtc Complex Road Rtc Complex Road,Andhra Pradesh,Vizianagaram,535003.0,08922  221234,,,,,,,17.0011607,81.7894713
1280,"18.1066576, 83.3955506",Uday Nursing Home,[],"Opp,R.T.C.Complex",Andhra Pradesh,Vizianagaram,535003.0,,,,,,,,18.1066576,83.3955506
1281,"18.1066576, 83.3955506",O.E.U.Lions Eye Hospital,[],Shreeramnagar,Andhra Pradesh,Vizianagaram,535101.0,,,,,,,,18.1066576,83.3955506
1282,"18.164904, 83.4510164",Maharajahs Institute Of Medical Sciences,[],"31-15, Nellimarla",Andhra Pradesh,Vizianagaram,535217.0,,,,,,,,18.164904,83.4510164
1283,"18.7793178, 83.4257009",Jayasree Hospital,[],Main Road Parvatipuram,Andhra Pradesh,Vizianagaram,535501.0,,,,,,,,18.7793178,83.4257009
1284,"18.7793178, 83.4257009",Karshaka Maharshi Hospital,[],"Main Road, Parvathipuram",Andhra Pradesh,Vizianagaram,535501.0,,,,,,,,18.7793178,83.4257009
1285,"18.7817162, 83.4267518",Sri Krishna Nursing Home,[],Parvatipuram,Andhra Pradesh,Vizianagaram,535501.0,08963  221106,,,,,,,18.7817162,83.4267518
1287,"11.5354658, 79.3193142",Sri Hanuman Children Hospital,[],Near Railway Junction,Andhra Pradesh,Vizianagaram,535558.0,,,,,,,,11.5354658,79.3193142
1288,"18.5735047, 83.3583654",Sri Ramakrishna Clinic and Nursing Home,[],P.O Bobbili,Andhra Pradesh,Vizianagaram,535558.0,,,,,,,,18.5735047,83.3583654
1289,"18.5163848, 83.2050863",Sai Ramya Nursing Home,[],"Main Road,Salur",Andhra Pradesh,Vizianagaram,535591.0,,,,,,,,18.5163848,83.2050863
1290,"15.8305876, 78.0419049",Prashanti Hospitals Uro Gyneac Infertility Centre,[],"Near New Bus Stand , N R Pet, Eleru",Andhra Pradesh,West Godavari,534001.0,,,,,,,,15.8305876,78.0419049
1296,"16.8660694, 96.195132",Mother Child Hospital,[],"Rangoon Building St,Ramchandra Rao Pet",Andhra Pradesh,West Godavari,534002.0,08112  230902,,,,,,,16.8660694,96.195132
1297,"16.7135229, 81.1009882",Sankara Netra Chikitsalaya,[],"Ramachandra Rao, Pet, Eluru",Andhra Pradesh,West Godavari,534002.0,,,,,,,,16.7135229,81.1009882
1298,"16.7106604, 81.0952431",Sri Sai Madhavi Hospital,[],"Subbamma Devi School Road,R.R.Pet, Eluru,",Andhra Pradesh,West Godavari,534002.0,,,,,,,,16.7106604,81.0952431
1299,"16.7106604, 81.0952431",Sri Venkateswara Nursing Home,[],"Madhulatha Lane, Panuganti Vari Street, R.R. Pet, Eluru",Andhra Pradesh,West Godavari,534002.0,231899,,,,,,,16.7106604,81.0952431
1300,"16.7106604, 81.0952431",Swaruparani Nursing Home - Eluru,[],"23B-5/90,Edaravari Street,Ramachandra Rao Peta,Eluru",Andhra Pradesh,West Godavari,534002.0,,,,,,,,16.7106604,81.0952431
1301,"16.7571731, 81.6799629",Vamsi High Tech Super Speciality Hospital,[],Tanaku,Andhra Pradesh,West Godavari,534002.0,,,,,,,,16.7571731,81.6799629
1302,"16.7135229, 81.1009882","Vijaya Hospital, Eluru",[],"Ramachandra Rao Pet,",Andhra Pradesh,West Godavari,534002.0,,,,,,,,16.7135229,81.1009882
1303,"16.7106604, 81.0952431",Yasoda Hospital,[],"R.R.Pet, Eluru",Andhra Pradesh,West Godavari,534002.0,,,,,,,,16.7106604,81.0952431
1304,"16.7269791, 81.1251235",Asram Hospital (Alluri Sita Rama Raju Academy Of Medical Sceinces),[],"N H: 5, Maikapuram Maikapuram Eluru",Andhra Pradesh,West Godavari,534004.0,"08812    249361,249362,249363",,,,,,,16.7269791,81.1251235
1305,"16.7106604, 81.0952431",Asrims Hospital,[],"Bypass Road, Malkapuram, Eluru",Andhra Pradesh,West Godavari,534005.0,,,,,,,,16.7106604,81.0952431
1306,"16.7093893, 81.115011",Kay Vee Hospital,[],"25-19-10, Nr Pet Nr Pet Eluru",Andhra Pradesh,West Godavari,534006.0,08812    231797,,,,,,,16.7093893,81.115011
1307,"16.7106609, 81.1007906",Shri Krishna Mother and Child Hospital,[],"R.V. Rama Raostreet, Narasimharao Pet, Eluru",Andhra Pradesh,West Godavari,534006.0,,,,,,,,16.7106609,81.1007906
1308,"16.8127061, 81.5280872",Indira Devi Memorial Nursing Home,[],"Subbarao Peta, Tadepalligudem",Andhra Pradesh,West Godavari,534101.0,,,,,,,,16.8127061,81.5280872
1309,"16.8138415, 81.521241",Mother Vannini Hospital,[],Tadepalligudem,Andhra Pradesh,West Godavari,534101.0,244950,,,,,,,16.8138415,81.521241
1310,"16.8138415, 81.521241",Prasad Hospitals,[],"Subba Rao Pet, Tadepalligudem",Andhra Pradesh,West Godavari,534101.0,221379,,,,,,,16.8138415,81.521241
1311,"16.8138415, 81.521241",Sri Venkateswara Netralaya,[],Tadepalligudem,Andhra Pradesh,West Godavari,534101.0,,,,,,,,16.8138415,81.521241
1312,"16.8138415, 81.521241",Veenus Nursing Home,[],"Subba Rao Pet, Sub-Post Office Centre, Tadepalligudem",Andhra Pradesh,West Godavari,534101.0,,,,,,,,16.8138415,81.521241
1313,"16.8138415, 81.521241",Ch. Varalakshmi Nursing Home,[],Tadepalligudem,Andhra Pradesh,West Godavari,534102.0,,,,,,,,16.8138415,81.521241
1314,"16.0651513, 79.9822126",Sri Venkata Ramana Nursing Home,[],Sajjapuram Opp R and B Guest House,Andhra Pradesh,West Godavari,534126.0,,,,,,,,16.0651513,79.9822126
1315,"16.5462624, 81.5192148",Krishna Hospital,[],"Undi Road, Near Town Railway Station",Andhra Pradesh,West Godavari,534201.0,08816 227177/227188,,,,,,,16.5462624,81.5192148
1316,"16.544893, 81.521241",Nallaparaju Venkata Raju Hospital,[],"No 27-2-6/3, Old Bjp Office Road, J P Road Bhimavaram",Andhra Pradesh,West Godavari,534201.0,251585,,,,,,,16.544893,81.521241
1317,"16.544893, 81.521241",Neeladri Hospital,[],"Udi Road, Bhimavaram",Andhra Pradesh,West Godavari,534201.0,,,,,,,,16.544893,81.521241
1323,"16.544893, 81.521241",S.V.R. Maternity Hospital,[],"Irrinki Vari Street, Opposite More Super Markit, J.P. Eoad, Bhimavaram",Andhra Pradesh,West Godavari,534202.0,,,,,,,,16.544893,81.521241
1324,"16.5427881, 81.4952414",Siva Srinivasa Ent Hospital,[],"Juvvalapalem Road, Bhimavaram",Andhra Pradesh,West Godavari,534202.0,222583,,,,,,,16.5427881,81.4952414
1326,"16.5427881, 81.4952414",Sri Krishna Eye Institute,[],"Juvvalapalem Road,Bhimavaram",Andhra Pradesh,West Godavari,534202.0,,,,,,,,16.5427881,81.4952414
1327,"31.716463, 73.3755022",Sri Lakshmi Hospital,[],"#3-6-36, Town Railway Station Road",Andhra Pradesh,West Godavari,534202.0,08816  229449,,,,,,,31.716463,73.3755022
1328,"16.5514525, 81.5207842",Subhadra Surgical and Maternity Centre,[],J.P.Road Bhimavaram,Andhra Pradesh,West Godavari,534202.0,22445,,,,,,,16.5514525,81.5207842
1329,"17.1195131, 81.312207",U.V.S.M. Eye Hospital,[],"#27-16-5/A, A.S.R. Nagar, J.P.Road",Andhra Pradesh,West Godavari,534202.0,,,,,,,,17.1195131,81.312207
1333,"16.7571731, 81.6799629",Apple Hospital,[],"Railway Road, Tanuku",Andhra Pradesh,West Godavari,534211.0,,,,,,,,16.7571731,81.6799629
1334,"16.7568008, 81.6827203",Better Vision Clinic,[],"21-4-3, Tanukuvari Street, Tanuku",Andhra Pradesh,West Godavari,534211.0,,,,,,,,16.7568008,81.6827203
1335,"16.755256, 81.6848302",Bhagyasri Hospitals,[],Opposite Government Hospital Street Tanuku,Andhra Pradesh,West Godavari,534211.0,,,,,,,,16.755256,81.6848302
1336,"16.7603084, 81.6788364","Bharathi Nursing Home, Tanuku",[],"Income Tax Office Road, Sajjapuram, Tanuku",Andhra Pradesh,West Godavari,534211.0,,,,,,,,16.7603084,81.6788364
1337,"16.7571731, 81.6799629",Geeta Hospitals-Tanuku,[],"# 22-7-2/1 Vinnakotavaji Street, Opp St To, Polytechnical College, Tanuku",Andhra Pradesh,West Godavari,534211.0,224246,,,,,,,16.7571731,81.6799629
1338,"16.7519865, 81.6889554",Lakshmi Arundhati Nursing Home,[],"D No 24-1-18, Near Sbi Nsc Bose Road Tanuku",Andhra Pradesh,West Godavari,534211.0,08819    224679 224253,,,,,,,16.7519865,81.6889554
1339,"16.7571731, 81.6799629",Mullapudi Venkatarayudu Eye Centre,[],Tanuku Mandal,Andhra Pradesh,West Godavari,534211.0,224904,,,,,,,16.7571731,81.6799629
1341,"16.7571731, 81.6799629",Sanjeevani Emergency Hospital,[],"35-36, Ima Lane, Main Road, Tanuku",Andhra Pradesh,West Godavari,534211.0,,,,,,,,16.7571731,81.6799629
1343,"16.7571731, 81.6799629",Sreeharsha Ent Hospital,[],Tanuku,Andhra Pradesh,West Godavari,534211.0,223434,,,,,,,16.7571731,81.6799629
1344,"16.7571731, 81.6799629",Sri Balaji Hospital,[],"S.B.V.R.R Complex,OppositePolytechnic Collage ,Main Road, Tanuku",Andhra Pradesh,West Godavari,534211.0,,,,,,,,16.7571731,81.6799629
1347,"16.7571731, 81.6799629",Sri Ramakrishna Orthopaedic and Physiotherapy Center,[],No. 32-12-21Nallajerlavari Street Tanuku,Andhra Pradesh,West Godavari,534211.0,,,,,,,,16.7571731,81.6799629
1348,"16.7571731, 81.6799629",Sri Ramana Childrens Hospital,[],"D. No 34-15-2, Doddipatlavari Thota Street, Tanuku",Andhra Pradesh,West Godavari,534211.0,,,,,,,,16.7571731,81.6799629
1352,"16.7519865, 81.6889554",Sri Venkata Ramana Nursing Home,[],Tanuku Main Road Tanuku,Andhra Pradesh,West Godavari,534211.0,08819    224132,,,,,,,16.7519865,81.6889554
1353,"16.7603084, 81.6788364",Srinivasa Mother and Child Care Centre,[],"Door No. 22-6-12, Ramabhadra Complex Opposite Street, Sajjapuram, Tanuku",Andhra Pradesh,West Godavari,534211.0,,,,,,,,16.7603084,81.6788364
1354,"16.5475595, 81.5396728",St. Mary Hospital,[],,Andhra Pradesh,West Godavari,534211.0,237295,,,,,,,16.5475595,81.5396728
1356,"17.0085074, 81.7903215",Suraksha Health Care P Ltd,[],"Doorno:75-6-23, Prakash Nagar, Rajahmundry",Andhra Pradesh,West Godavari,534211.0,"2445504,2445505",,,,,,,17.0085074,81.7903215
1358,"16.5823155, 81.3783772",Lakshmi Hospital Eye And Maternity Hospital,[],"Near `S` Turning, Akividu",Andhra Pradesh,West Godavari,534236.0,,,,,,,,16.5823155,81.3783772
1359,"32.498987, 74.53873",Haritha Hospital,[],Opposite Telephone Exchange,Andhra Pradesh,West Godavari,534260.0,224044,,,,,,,32.498987,74.53873
1360,"16.5174552, 81.7253415",Krishna Bhavani Hospital,[],"Near Annapurna Theatre,Palakol",Andhra Pradesh,West Godavari,534260.0,2.26E+11,,,,,,,16.5174552,81.7253415
1365,"17.2043998, 81.3212031",Tirumala Nursing Home,[],Kothapeta -Palakol,Andhra Pradesh,West Godavari,534260.0,224453,,,,,,,17.2043998,81.3212031
1366,"16.7571731, 81.6799629",Vamsi Superspeciality Hospital,[],"Tanaku, West Godavari",Andhra Pradesh,West Godavari,534260.0,08819  229686,,,,,,,16.7571731,81.6799629
